Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-702342,2026-01-03,Express Parcel (B2C),Automated Sorter Systems,CAPEX,AWS India,58377.5,61207.41
GL-549169,2024-10-22,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,388161.58,492296.49
GL-437886,2025-08-28,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,248409.21,244802.3
GL-754177,2025-10-21,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,428795.73,462158.96
GL-810681,2024-08-26,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,465225.09,469436.22
GL-806679,2025-07-15,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,169305.14,166610.79
GL-502868,2025-05-15,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,68112.48,67534.92
GL-151559,2025-11-27,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,382598.3,369536.7
GL-550026,2026-02-11,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,107201.28,110882.28
GL-746461,2025-04-14,Corporate HQ,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,452631.0,447843.38
GL-348380,2025-08-26,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,69726.1,72028.11
GL-469146,2025-08-07,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,386637.4,388864.02
GL-904665,2026-01-09,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,AWS India,246889.32,252332.8
GL-947046,2024-06-29,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,12151.0,11567.2
GL-889520,2025-04-25,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,95740.46,94493.59
GL-152322,2025-04-26,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,283393.1,272260.99
GL-343116,2025-03-09,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,333523.71,338396.18
GL-151665,2025-06-15,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,391213.13,397007.18
GL-534088,2025-05-20,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,289475.47,328350.64
GL-509552,2024-09-24,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,168914.45,162493.65
GL-238418,2025-05-05,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,185675.07,189144.66
GL-884097,2024-07-11,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,419470.12,426609.31
GL-204605,2026-01-07,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,80587.71,81969.53
GL-542392,2025-09-26,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,333810.62,319621.67
GL-543471,2026-01-21,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,400443.26,419330.17
GL-222441,2025-05-14,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,365807.4,373285.0
GL-523564,2025-05-18,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,484307.63,475402.32
GL-686935,2025-04-29,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,52016.36,50614.73
GL-951801,2024-11-01,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,480911.19,493158.06
GL-301357,2025-06-30,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,366558.21,367024.26
GL-916273,2025-11-07,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,201928.38,205720.69
GL-479765,2024-09-08,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,50470.91,55118.13
GL-539250,2025-08-15,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,160347.64,161181.0
GL-154696,2025-05-19,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,174748.36,173652.33
GL-129883,2026-02-16,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,352936.27,345733.45
GL-883791,2024-08-12,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,50721.36,50352.79
GL-321442,2025-01-04,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,492584.62,505966.5
GL-575447,2025-01-10,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,370402.43,406683.81
GL-597243,2025-03-18,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,258029.19,260797.7
GL-653488,2024-12-28,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,125254.14,128101.23
GL-485973,2024-05-08,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,AWS India,141512.5,137182.53
GL-380448,2026-01-14,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,363683.69,376320.69
GL-402942,2024-12-19,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Blue Yonder,173293.06,169833.81
GL-913369,2026-03-01,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,152668.13,147045.82
GL-391546,2025-07-08,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,199065.72,197259.17
GL-732411,2024-11-14,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,100374.04,99225.67
GL-122786,2024-07-25,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,465533.76,469053.5
GL-536592,2025-11-02,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,459021.23,460019.46
GL-603817,2025-02-12,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,250195.02,253713.44
GL-402374,2024-07-08,Corporate HQ,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,136066.89,130340.86
GL-230616,2025-11-04,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,222484.03,231207.48
GL-136979,2024-09-24,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,445355.03,459046.12
GL-328475,2026-03-10,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,AWS India,15022.16,14273.03
GL-960122,2024-11-21,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,32354.35,31811.2
GL-252494,2024-09-03,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,151263.84,154123.98
GL-278748,2025-08-23,Cross-Border,Employee Benefit Expenses,OPEX,Prologis Warehousing,394292.28,407516.19
GL-535131,2025-04-18,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,232465.13,232370.01
GL-972477,2025-08-31,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator A,284781.96,284009.68
GL-740844,2024-09-24,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Amazon Web Serv,185533.27,187569.01
GL-894624,2025-11-09,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,219257.62,227914.58
GL-623543,2025-07-30,Cross-Border,IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,199256.29,197817.61
GL-893988,2024-10-07,Cross-Border,Automated Sorter Systems,CAPEX,AWS India,194802.21,193859.54
GL-635617,2026-02-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,AWS India,190972.93,193832.12
GL-372292,2025-07-16,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,196687.39,199107.44
GL-679848,2024-10-06,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,159148.42,163211.6
GL-600676,2025-03-14,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,362302.76,344698.04
GL-313586,2025-12-21,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,273997.48,353547.47
GL-213569,2024-12-23,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,33689.73,32204.27
GL-716505,2025-09-02,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,436284.44,428172.44
GL-945013,2025-04-30,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,496307.87,524665.44
GL-124411,2024-10-20,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator A,142014.9,148090.08
GL-454398,2024-10-21,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,14618.67,13959.99
GL-390248,2024-05-21,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,230918.87,230545.96
GL-702917,2024-08-10,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,200061.8,228879.15
GL-534560,2024-04-20,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,457316.52,471437.44
GL-106786,2024-07-29,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,290841.87,285772.41
GL-356005,2024-05-28,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,168852.17,161337.84
GL-542418,2025-12-11,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,100099.99,103110.42
GL-658135,2024-06-26,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,497640.56,500562.33
GL-676809,2024-10-17,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,AWS India,75251.07,79682.04
GL-701595,2025-07-18,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,358117.24,362508.24
GL-626139,2025-08-29,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,75091.37,72897.11
GL-925656,2025-04-04,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,210866.14,202117.23
GL-392527,2024-06-22,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,34599.11,39066.91
GL-260601,2024-09-30,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Amazon Web Serv,428875.47,425551.89
GL-522730,2024-07-31,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,AWS India,75086.88,73645.99
GL-132401,2024-10-21,Cross-Border,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,193511.1,184271.2
GL-581978,2024-04-24,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,336100.72,326069.23
GL-352308,2025-08-15,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,329171.64,336607.69
GL-421468,2025-06-28,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,98515.26,95551.53
GL-410194,2024-08-27,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,41528.08,42882.8
GL-285306,2024-11-16,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,51207.76,53824.86
GL-691345,2024-09-11,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,475279.25,467047.38
GL-449024,2025-06-03,Corporate HQ,Automated Sorter Systems,CAPEX,Local Fleet Operator B,158228.14,161406.76
GL-107966,2025-02-17,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,377337.39,395257.52
GL-970976,2024-10-31,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,456230.15,453320.92
GL-607320,2025-05-09,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,420568.7,441456.88
GL-441310,2026-01-19,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,378519.74,383234.07
GL-803758,2024-11-23,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,247311.61,256284.34
GL-173454,2024-05-01,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,71747.23,69527.97
GL-366592,2025-08-26,Cross-Border,Automated Sorter Systems,CAPEX,Reliance BP Mobility,363947.67,380573.05
GL-750545,2025-05-26,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,392656.36,396054.01
GL-359874,2025-09-06,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,52079.68,54447.66
GL-912786,2025-09-29,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,AWS India,252561.45,273129.22
GL-344954,2024-04-03,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,485844.89,476590.9
GL-196649,2025-09-22,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,35326.76,34539.52
GL-357691,2025-07-01,Corporate HQ,Freight Handling & Contract Labor,OPEX,Amazon Web Serv,193170.19,191436.84
GL-309001,2025-06-11,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,161586.69,170151.37
GL-942766,2024-08-15,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,214047.35,218325.26
GL-748733,2024-10-28,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,392484.65,379268.59
GL-926055,2024-12-17,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,490657.63,626143.62
GL-895540,2024-11-13,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,265332.74,290044.0
GL-276346,2025-03-06,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,95289.37,94491.16
GL-350007,2025-12-06,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Amazon Web Serv,187562.88,186450.85
GL-388402,2025-01-22,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,275963.1,282151.15
GL-540795,2024-06-20,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,448254.3,441030.62
GL-576023,2025-12-21,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,282193.49,291911.74
GL-519703,2024-10-13,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,355116.82,337914.22
GL-809163,2026-01-13,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,198520.18,221381.53
GL-125687,2025-03-01,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,372213.09,387803.47
GL-373878,2026-02-21,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,229215.17,229490.57
GL-331808,2024-08-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,484737.93,521165.4
GL-755136,2025-06-23,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,382135.46,390280.7
GL-287414,2025-02-06,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,AWS India,156235.74,159853.02
GL-456261,2025-08-29,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,485109.9,499437.18
GL-424602,2024-11-22,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,299513.02,304438.31
GL-545983,2026-03-01,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,407592.15,422876.98
GL-404991,2025-06-21,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,248410.56,240315.05
GL-654884,2024-05-18,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,499981.67,492075.69
GL-306897,2024-07-14,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,315819.29,318807.27
GL-339459,2025-08-25,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,92729.38,92036.17
GL-973254,2024-10-22,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,456722.49,447561.15
GL-535626,2025-11-26,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,240994.84,250826.4
GL-291391,2026-03-17,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,293519.52,291456.35
GL-935086,2024-09-04,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,196051.81,204009.4
GL-170429,2024-04-24,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,241455.46,235235.06
GL-130627,2026-02-25,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,304193.71,291563.27
GL-396163,2025-03-20,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,156674.41,153747.51
GL-369049,2025-09-16,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,431113.85,434338.34
GL-584368,2025-02-18,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,126780.51,132593.77
GL-197317,2025-06-26,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Amazon Web Serv,69274.88,72162.38
GL-695449,2024-07-20,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,228235.68,236569.82
GL-559810,2025-09-01,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Amazon Web Serv,173616.85,174223.05
GL-570723,2025-06-12,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,458903.75,475472.43
GL-911932,2024-05-31,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,35494.88,35061.01
GL-423578,2026-02-04,Cross-Border,IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,202696.47,210177.42
GL-103344,2025-07-16,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,487927.65,508224.75
GL-911649,2024-05-01,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,AWS India,35517.45,40216.71
GL-185898,2025-06-08,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,340831.2,381614.81
GL-150038,2024-12-31,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,401665.27,398976.33
GL-739281,2024-11-10,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,170069.92,161946.03
GL-462455,2025-01-12,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,309135.99,300529.63
GL-612404,2024-05-03,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,319469.33,317926.7
GL-496353,2024-09-25,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,83372.8,82782.05
GL-944395,2024-08-29,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,143709.16,151363.7
GL-182121,2025-12-26,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,197705.05,200785.84
GL-365662,2024-10-17,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,12117.47,11860.76
GL-678096,2026-03-05,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,415824.8,424062.12
GL-109510,2024-11-02,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,100999.45,100737.68
GL-669026,2025-03-15,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,195133.15,211274.73
GL-303726,2025-06-24,Cross-Border,Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,386280.22,390092.78
GL-583197,2026-03-03,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,46777.69,45438.25
GL-852314,2024-10-12,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,142675.18,137613.35
GL-806441,2025-08-24,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,193383.91,192771.52
GL-836123,2026-03-19,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,336976.78,339907.95
GL-264857,2025-12-25,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,403016.25,391048.13
GL-736172,2024-11-23,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,319737.15,390723.46
